run_id,agent_id,scenario_id,bias_category,variant,run_index,temperature,prompt_version,supplier_order_seed
67b0d0d6ea78,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,1,0.7,standard,1992527155
4a717090db4d,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,2,0.7,standard,3918514983
d0516d0d58f0,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,3,0.7,standard,121768999
3548cafc78cd,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,4,0.7,standard,2367800110
4e2d1f62e7d8,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,5,0.7,standard,269366872
5f0111677619,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,6,0.7,standard,3515732553
3df36536fd30,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,7,0.7,standard,2207531961
458392054062,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,8,0.7,standard,1603593959
82403f4d4277,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,9,0.7,standard,129473773
35a011c24838,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,10,0.7,standard,2921418744
60fd747d04e4,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,11,0.7,standard,3350641314
caa274970512,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,12,0.7,standard,1473984870
34a5af5d8915,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,13,0.7,standard,3261299401
0475855cfd36,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,14,0.7,standard,234091377
fe64a79077fc,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,15,0.7,standard,354283510
f06f41fa2f57,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,16,0.7,standard,1500487946
5854c116a134,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,17,0.7,standard,79663899
22449b3c105e,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,18,0.7,standard,2947103631
479082797dea,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,19,0.7,standard,1800458702
a121208443ba,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,20,0.7,standard,3609980067
7a9c30240453,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,21,0.7,standard,489303148
854fca504f33,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,22,0.7,standard,3210515791
57fc1f10be5f,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,23,0.7,standard,914124185
2a91aa1c28f6,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,24,0.7,standard,1795931222
fbd02444f7d8,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,25,0.7,standard,1903515247
2053d72a26f6,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,26,0.7,standard,3977126392
b1f72906db0c,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,27,0.7,standard,1352180784
cf28dc03a825,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,28,0.7,standard,3790187115
57f457f73773,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,29,0.7,standard,2274186795
bc2ca8ae8485,mock-agent-v1,p2-01-anchor-high-ANCHOR_HIGH,anchoring,treatment,30,0.7,standard,2030432777
52db171bbd12,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,1,0.7,standard,1317684673
e03707c9f315,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,2,0.7,standard,3480881406
3327e56a3d7c,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,3,0.7,standard,3465537260
f23325d14acf,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,4,0.7,standard,324909236
88548c3f51ed,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,5,0.7,standard,3270286912
4bebc4cd9062,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,6,0.7,standard,2239508023
37b0c6a10b9d,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,7,0.7,standard,4216468171
1aa02216576f,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,8,0.7,standard,1058250511
4d79400a25fb,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,9,0.7,standard,2701431371
2933012291b0,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,10,0.7,standard,459300285
6475de5c21c9,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,11,0.7,standard,3590127015
7bb2f1497a02,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,12,0.7,standard,4194348887
1e0a7d3d07c5,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,13,0.7,standard,3807676081
6608ae3db1a1,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,14,0.7,standard,2875363149
52b66e184392,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,15,0.7,standard,356063869
66f700e2044d,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,16,0.7,standard,690396378
7c40dccf10b0,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,17,0.7,standard,120179487
52a9e9408c60,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,18,0.7,standard,3355242725
2de728802d62,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,19,0.7,standard,601602779
838e030ab1b5,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,20,0.7,standard,1985166520
4837e4616e08,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,21,0.7,standard,3335540930
2dd7c6ed3f77,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,22,0.7,standard,1872562637
b2f23dcd0a9a,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,23,0.7,standard,2984324228
8f9f35422716,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,24,0.7,standard,172451416
6d9968b193eb,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,25,0.7,standard,2147127061
209da46d688a,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,26,0.7,standard,1256183194
9b03a960cb18,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,27,0.7,standard,2340235457
3a469cf9a08c,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,28,0.7,standard,1511010748
5795fc71c28f,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,29,0.7,standard,2430769907
2074c87c11ed,mock-agent-v1,p2-02-framing-GAIN,framing,baseline,30,0.7,standard,3001302624
532ed4e54021,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,1,0.7,standard,1033950006
57cba1a7025e,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,2,0.7,standard,3522423094
a72af99a92d4,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,3,0.7,standard,334517499
80bff43a8460,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,4,0.7,standard,780891382
bce63ca5a9c4,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,5,0.7,standard,4277273001
058904a87935,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,6,0.7,standard,3065631736
d71cab14843f,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,7,0.7,standard,537750251
aa1cc112ae66,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,8,0.7,standard,1620577764
bf5ede438b66,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,9,0.7,standard,672613618
92691076871c,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,10,0.7,standard,4250632040
c25f83e436d6,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,11,0.7,standard,4239479958
0230cd857c37,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,12,0.7,standard,1732973636
5b1a52c6aaec,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,13,0.7,standard,3247221743
85b561172ec1,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,14,0.7,standard,334531913
0e056e304f6d,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,15,0.7,standard,1051865449
17512d01e1d3,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,16,0.7,standard,2179872087
924568f3058f,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,17,0.7,standard,4248992901
fe27ec29cc2f,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,18,0.7,standard,2322206682
6bb5d42fa0de,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,19,0.7,standard,1076753162
205ef844dc08,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,20,0.7,standard,1695144751
b9ae878f2683,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,21,0.7,standard,162638592
747bb537af48,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,22,0.7,standard,3272420593
b7ac7bb2fab1,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,23,0.7,standard,1766336296
7361967d07b4,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,24,0.7,standard,2116619978
cf9f175f942a,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,25,0.7,standard,3725634483
43d5555c0649,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,26,0.7,standard,3345456407
f5a9bf2e1f55,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,27,0.7,standard,208890384
750258ea647c,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,28,0.7,standard,125273972
a0eeca06da12,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,29,0.7,standard,4036570147
4a7b6750a1de,mock-agent-v1,p2-02-framing-LOSS,framing,treatment,30,0.7,standard,1185244922
450bc048a67a,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,1,0.7,standard,2336708991
d7f7edad7bbf,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,2,0.7,standard,2148433245
bedced37efd9,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,3,0.7,standard,4169061667
1d6bd122d94f,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,4,0.7,standard,3858274
29ec9d8a434c,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,5,0.7,standard,4146477976
840d0ed1058b,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,6,0.7,standard,384247129
63e8823239ea,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,7,0.7,standard,3692156571
c71c0c7a9433,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,8,0.7,standard,2795250826
ac4b983b08e0,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,9,0.7,standard,1924445679
2eff2cbf04d1,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,10,0.7,standard,3429044617
fe8229df29eb,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,11,0.7,standard,263928543
750d19ed5f65,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,12,0.7,standard,520595285
bae8043ed44d,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,13,0.7,standard,1455020070
fecceb40901b,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,14,0.7,standard,1414725176
f4d9227d170f,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,15,0.7,standard,3200472083
e8176ea357e2,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,16,0.7,standard,1452809748
5f7a3ae0c72a,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,17,0.7,standard,3750124167
b1c91c4da550,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,18,0.7,standard,3098926425
8eeaaefd3b3e,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,19,0.7,standard,3301243046
d2d883ca1d9e,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,20,0.7,standard,2836368721
5a58f8bf90a9,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,21,0.7,standard,2813568636
de2dbeb5850e,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,22,0.7,standard,1506944865
db2245f29387,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,23,0.7,standard,2170847133
dc78b215f131,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,24,0.7,standard,3967554293
b911cdba6071,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,25,0.7,standard,3962271765
962fe580124a,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,26,0.7,standard,2776786162
b8c0343640e3,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,27,0.7,standard,1306840880
61d2d476603d,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,28,0.7,standard,4045507400
1b7cbb304cc9,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,29,0.7,standard,2329107517
76e3fb22faa7,mock-agent-v1,p2-03-decoy-BASELINE,decoy,baseline,30,0.7,standard,2909875371
e64592318466,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,1,0.7,standard,1429450207
cc4cb0657c63,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,2,0.7,standard,397115351
c59d32e324b6,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,3,0.7,standard,3672250109
ccc1d55e40c1,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,4,0.7,standard,1359733663
0e27664dcfd9,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,5,0.7,standard,882627597
29599661efa7,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,6,0.7,standard,1131382880
670875983324,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,7,0.7,standard,1191620587
6177f45ddae4,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,8,0.7,standard,3720326838
38087513b7b5,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,9,0.7,standard,824632975
558ba5531935,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,10,0.7,standard,3792883564
1d94496a90c7,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,11,0.7,standard,2261598002
469fe84ce3cb,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,12,0.7,standard,808379084
3e129282279e,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,13,0.7,standard,1026756125
03c46c36dbdb,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,14,0.7,standard,1503814663
a9b9f2343d6d,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,15,0.7,standard,105624562
1f67077b7baa,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,16,0.7,standard,3298887984
5ba5540db5ce,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,17,0.7,standard,3462929507
42770ae369cf,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,18,0.7,standard,4175675461
1d2b7fb9a0a5,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,19,0.7,standard,2071708087
7767f7619a28,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,20,0.7,standard,3922074526
13d62bba5776,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,21,0.7,standard,1416067541
41e75e580843,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,22,0.7,standard,2707728694
e808effa357f,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,23,0.7,standard,698548115
0ad03c72ee82,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,24,0.7,standard,2961712965
634574590213,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,25,0.7,standard,2417837680
1b581bffd8da,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,26,0.7,standard,3604525205
19ada1a48ee2,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,27,0.7,standard,3490313169
4848eba8f409,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,28,0.7,standard,2672929497
dadceb1b817b,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,29,0.7,standard,946909894
8f436a22c74e,mock-agent-v1,p2-03-decoy-DECOY,decoy,treatment,30,0.7,standard,445576304
4a9458836c0c,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,1,0.7,standard,3881365084
57ba17a05e02,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,2,0.7,standard,1316138587
304cc44c4103,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,3,0.7,standard,1550452481
4637037e5c68,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,4,0.7,standard,1538615863
4b8db7ea2cb3,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,5,0.7,standard,1368626005
378056295722,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,6,0.7,standard,3216959391
82aa83c0505d,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,7,0.7,standard,2482261976
cfcdc7e1afd3,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,8,0.7,standard,2878514220
1c732a5991f0,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,9,0.7,standard,3876663404
78786ba68090,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,10,0.7,standard,2680513236
ada2162359e0,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,11,0.7,standard,3851603290
7ef890a277f0,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,12,0.7,standard,3342793294
964189a7acfa,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,13,0.7,standard,501567692
d9f9cda65d4d,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,14,0.7,standard,3859331849
3fd21280ea86,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,15,0.7,standard,503485558
5f24c26d8446,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,16,0.7,standard,4190578389
f0d79428cd47,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,17,0.7,standard,2042931170
1e5a0509ea65,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,18,0.7,standard,4169695203
8c5ef15a328e,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,19,0.7,standard,2209118863
60044de3d612,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,20,0.7,standard,644802768
d8e6729ae37a,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,21,0.7,standard,384530379
b8702c4bb4f7,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,22,0.7,standard,4134506131
7a08170c9a02,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,23,0.7,standard,2035232692
3c813e62ada0,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,24,0.7,standard,2459451553
edc08bc451c6,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,25,0.7,standard,2070511159
7ff075c76b14,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,26,0.7,standard,2131636175
f7f8bd6bebf1,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,27,0.7,standard,454070719
e4a9f6835618,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,28,0.7,standard,1407677743
35b24c6ec76f,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,29,0.7,standard,622330791
6d4737389866,mock-agent-v1,p2-04-scarcity-BASELINE,scarcity,baseline,30,0.7,standard,3407112136
8a3c31cb53ec,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,1,0.7,standard,2604880595
06518a6ea546,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,2,0.7,standard,618255542
49d043048fbe,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,3,0.7,standard,109451740
8281b32e7188,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,4,0.7,standard,4175559847
8089bb78b28b,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,5,0.7,standard,4271495490
2809badb467e,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,6,0.7,standard,2272744419
8cf0239b6c8e,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,7,0.7,standard,1093494065
58048f0588c7,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,8,0.7,standard,4117091695
37f63c4f0000,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,9,0.7,standard,1620407922
c2cdf00ac620,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,10,0.7,standard,3172441866
152b14497e0b,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,11,0.7,standard,3215066377
514074162d13,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,12,0.7,standard,516314160
ce48d8e522c0,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,13,0.7,standard,182748183
4c402b14626f,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,14,0.7,standard,3598160607
2f976541b949,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,15,0.7,standard,3593842380
e731d38ca2ef,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,16,0.7,standard,969530097
d4886c8b53d3,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,17,0.7,standard,2149262561
c700a7b927fe,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,18,0.7,standard,963890581
fcd11dcf2c2b,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,19,0.7,standard,3129150194
359945ad3de5,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,20,0.7,standard,1091507182
504c2b8dce40,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,21,0.7,standard,736792760
dcac4c3cbd8f,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,22,0.7,standard,964919543
dbdfc38fd168,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,23,0.7,standard,2522480869
6507fd2836a1,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,24,0.7,standard,1075500256
dc2602e67f40,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,25,0.7,standard,1919045240
4eefb510c7f5,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,26,0.7,standard,1252421162
2e3bc852875f,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,27,0.7,standard,131241792
3f1626bb2b00,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,28,0.7,standard,3795259853
8cbc5b5aac34,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,29,0.7,standard,668622603
3aaf056456b6,mock-agent-v1,p2-04-scarcity-SCARCITY,scarcity,treatment,30,0.7,standard,3388943394
e0c71f4a7909,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,1,0.7,standard,393749371
f194b1ab176b,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,2,0.7,standard,3168856703
893af70f91dc,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,3,0.7,standard,412354827
aadf545a8a60,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,4,0.7,standard,3737520528
94ab8863a230,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,5,0.7,standard,3658623842
8044fd0a5903,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,6,0.7,standard,3713358265
3d4d7d1192f8,mock-agent-v1,p2-05-sunk-cost-BASELINE,sunk_cost,baseline,7,0.7,standard,188290386
